Artist Name,Followers,Image URL,bio,key
Wanna One,1759174,https://i.scdn.co/image/ab67616d0000b27323bd8b27aeb3ad6d4f4339c4,"Wanna One (Korean: 워너원) was a South Korean boy band formed by CJ E&M through the second season of Produce 101. The group was composed of eleven members: Kang Daniel, Park Ji-hoon, Lee Dae-hwi, Kim Jae-hwan, Ong Seong-wu, Park Woo-jin, Lai Kuan-lin, Yoon Ji-sung, Hwang Min-hyun, Bae Jin-young, and Ha Sung-woon. The group debuted on August 7, 2017, under Swing Entertainment and CJ E&M. Their contract ended on December 31, 2018, but their final activity as a group was their single album B-side rele... (wikipedia)",wannaone
WayV,2292705,https://i.scdn.co/image/ab6761610000e5ebc10c766d2c96d2048e6c580b,"WayV (Chinese: 威神V; pinyin: WēiShén V; Korean: 웨이션브이; an acronym for We are your Vision) is a Chinese boy band and the fourth overall sub-unit of the South Korean boy band NCT, managed by SM's Chinese sub-label, Label V. The group is currently composed of Kun, Ten, Winwin, Xiaojun, Hendery, and Yangyang; Lucas was part of the original lineup but departed in May 2023. The group debuted on January 17, 2019, with the digital extended play (EP) The Vision.
WayV has earned accolades from both nationa... (wikipedia)",wayv
Whitney Houston,10996755,https://i.scdn.co/image/ab6761610000e5ebcd9f60ab57585bf3b77ecc51,"Whitney Elizabeth Houston (August 9, 1963 – February 11, 2012) was an American singer, actress, film producer, model, and philanthropist. Commonly referred to as ""the Voice"", she is one of the most awarded performers of all time. As a cultural icon, her chart achievements and music videos influenced the breaking down of gender and racial barriers. Known for her vocal delivery and live performances, Houston was ranked second on Rolling Stone's list of the greatest singers of all time in 2023.
Hou... (wikipedia)",whitneyhouston
Yovie & Nuno,2081286,https://i.scdn.co/image/ab6761610000e5ebbdb006ea21e76b936c98abb4,"Yovie & Nuno is an Indonesian band founded in Bandung, West Java, consisting of Yovie Widianto, Dudy Oris, Muchamad Ahadiyat, Gail Satiawaki, Ersta, and Rere at the beginning of the formation and brought the name of Yovie & Nuno in March 2004 (formerly Yovie & The Nuno). At the end of 2005, with the resignation of Gail, Ersta, and Rere, the band changed their name back to Yovie & Nuno; as well as the addition of vocalist Dikta and guitarist Diat. Also in 2012, one of the vocalist member in Yovie... (wikipedia)",yovie&nuno
Yura Yunita,3481701,https://i.scdn.co/image/ab6761610000e5eb593b3b75cabbfab77befb703,"Yunita Rachman or better known as Yura Yunita (born in Bandung, West Java on 9 June 1991) is an Indonesian singer and songwriter of Sundanese descent.
Having succeeded with the hit ""Cinta Dan Rahasia"", she then released a third single entitled ""Berawal Dari Tatap"", which was released in conjunction with her music video. The single release, ""Berawal Dari Tatap"", was on top charts in major cities in Indonesia. This song was written by her.
In the beginning of 2015, she became a line-up artist at t... (wikipedia)",yurayunita
ZAYN,23685652,https://i.scdn.co/image/ab6761610000e5eb7a1fba1bb3618ef71355f82a,Zayn may refer to:... (wikipedia),zayn
ZEROBASEONE,958318,https://i.scdn.co/image/ab6761610000e5eb38dcc8fbb6482f7e59ccce04,No Wikipedia page found for ZEROBASEONE... (wikipedia),zerobaseone
aespa,8172121,https://i.scdn.co/image/ab6761610000e5ebf7a1090ad3a35a34fc0ecb57,"Aespa ( ES-pah; Korean: 에스파; RR: Eseupa, stylized in all lowercase or as æspa) is a South Korean girl group formed by SM Entertainment. The group consists of four members: Karina, Giselle, Winter, and Ningning. The group is known for popularizing the metaverse concept and hyperpop music in K-pop.
Aespa debuted on November 17, 2020, with the single ""Black Mamba"", which achieved the highest number of views in 24 hours for a K-pop group's debut video. Their third single, ""Next Level"", was released... (wikipedia)",aespa
iKON,3464820,https://i.scdn.co/image/ab6761610000e5eb8eb5e57e526ceb14f06ea203,"Ikon is an alternative spelling of icon, and the normal spelling in German and many other languages.
Ikon or iKON may also refer to:... (wikipedia)",ikon
j-hope,18242670,https://i.scdn.co/image/ab6761610000e5eb7fbd0592f63c1819b5827772,"Jung Ho-seok (Korean: 정호석; born February 18, 1994), known professionally as J-Hope (stylized in lower case), is a South Korean rapper, singer-songwriter, dancer, and record producer. He made his debut as a member of South Korean boy band BTS in 2013, under Big Hit Entertainment.
J-Hope released his first solo mixtape, Hope World, in 2018. It was received positively by critics and peaked at number 38 on the US Billboard 200, the highest-charting album by a Korean solo artist at the time. He becam... (wikipedia)",j-hope
